,Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
654,4240261,Airline E,336,Airport 2,Airport 5,22,6,3,Type E,0.457458,16.66667,3.974931,0.683341,1
655,2825068,Airline A,377,Airport 1,Airport 2,15,4,2,Type A,1.089542,1.0,1.072413,0.088079,1
656,6509696,Airline A,420,Airport 2,Airport 4,14,4,4,Type A,0.749669,47.0,0.342965,0.557977,1
657,1298328,Airline B,499,Airport 4,Airport 4,12,5,6,Type C,0.430559,1.0,4.541523,0.183509,0
658,4781151,Airline A,435,Airport 5,Airport 2,17,1,1,Type C,0.457296,57.33333,3.8252,0.683549,1
659,5189103,Airline C,413,Airport 5,Airport 4,19,2,9,Type D,0.499632,4.666667,3.953674,0.610085,1
660,4824939,Airline E,447,Airport 1,Airport 5,21,4,9,Type C,0.659314,14.0,3.724294,0.973048,0
661,2768412,Airline B,430,Airport 3,Airport 5,13,2,8,Type C,0.465958,1.0,1.378772,0.935383,1
662,7089994,Airline A,462,Airport 4,Airport 2,17,2,6,Type E,0.686179,67.0,4.294229,0.009373,1
663,1004655,Airline C,466,Airport 1,Airport 2,1,3,4,Type B,0.329188,80.89444549999997,0.011163,0.080029,1
664,6118075,Airline C,422,Airport 3,Airport 5,1,2,2,Type C,0.41064,4.0,1.186381,0.769134,1
665,1944781,Airline A,342,Airport 4,Airport 3,2,6,8,Type C,0.864053,10.0,0.232798,0.685643,1
666,1987454,Airline E,495,Airport 2,Airport 2,4,6,7,Type A,0.328906,1.0,0.552982,0.800946,1
667,6030115,Airline A,583,Airport 3,Airport 2,15,3,12,Type D,0.964437,46.0,2.661896,0.266815,1
668,3451642,Airline A,393,Airport 1,Airport 2,21,1,4,Type A,0.272505,9.777778,0.09314,0.955488,1
669,2609432,Airline A,489,Airport 1,Airport 2,14,7,3,Type A,0.34168,23.11111,0.453453,0.497722,1
670,3064660,Airline C,455,Airport 3,Airport 2,11,1,6,Type B,0.46368,1.0,1.163701,0.261908,0
671,4570097,Airline A,558,Airport 1,Airport 2,8,6,1,Type A,0.897409,32.88889,1.638347,0.011934,1
672,4652635,Airline E,413,Airport 5,Airport 3,13,7,2,Type A,0.731575,14.66667,2.344103,0.871364,1
673,450605,Airline D,478,Airport 4,Airport 2,20,3,7,Type C,0.174466,38.0,2.292063,0.535344,1
674,178652,Airline A,487,Airport 2,Airport 3,15,1,11,Type C,0.236685,30.66667,3.842163,0.975382,0
675,413454,Airline E,525,Airport 5,Airport 2,10,7,3,Type D,0.575263,2.0,2.283607,0.714681,0
676,6824381,Airline E,389,Airport 2,Airport 5,5,7,1,Type C,0.295165,25.0,1.742444,0.080417,1
677,4120446,Airline C,530,Airport 4,Airport 5,9,4,2,Type A,0.422325,20.66667,5.012255,0.588191,0
678,2884936,Airline E,446,Airport 3,Airport 4,7,1,10,Type A,0.486594,21.0,0.041467,0.017125,1
679,6535622,Airline A,551,Airport 1,Airport 2,15,3,10,Type A,0.694246,5.333333,0.763483,0.627505,1
680,1164170,Airline E,460,Airport 1,Airport 4,2,7,9,Type C,0.251051,47.0,3.046964,0.350202,1
681,8335432,Airline A,625,Airport 1,Airport 2,1,6,7,Type A,0.26314,80.89444549999997,2.157023,0.723708,1
682,9437558,Airline B,339,Airport 5,Airport 2,15,4,7,Type B,0.398563,69.33333,4.082065,0.541574,1
683,5737732,Airline A,554,Airport 1,Airport 2,18,2,10,Type A,0.182026,40.0,0.315183,0.294019,1
684,4491519,Airline C,531,Airport 5,Airport 3,8,2,8,Type A,0.526765,16.0,3.54566,0.162351,0
685,4726995,Airline A,546,Airport 1,Airport 2,15,2,12,Type A,0.939605,10.66667,1.800634,0.4553,1
686,5463965,Airline E,605,Airport 5,Airport 5,21,6,12,Type E,0.118976,2.0,1.270397,0.986836,0
687,3904805,Airline A,336,Airport 1,Airport 2,3,7,8,Type A,0.212731,14.22222,0.281938,0.490161,1
688,6688208,Airline A,662,Airport 1,Airport 2,9,3,9,Type E,0.080218,3.333333,3.948431,0.748787,0
689,6255839,Airline C,551,Airport 5,Airport 2,18,2,2,Type E,0.847861,8.0,1.2475,0.056974,1
690,1902450,Airline E,662,Airport 1,Airport 5,12,1,8,Type C,0.080705,66.0,0.208369,0.378866,1
691,2829983,Airline E,662,Airport 4,Airport 2,17,2,8,Type D,0.983462,80.89444549999997,1.117863,0.580323,1
692,7140779,Airline D,542,Airport 5,Airport 3,14,7,5,Type D,0.358331,80.89444549999997,0.35534,0.751197,1
693,5115999,Airline A,525,Airport 1,Airport 3,3,5,5,Type C,0.328762,6.0,1.445933,0.528384,0
694,9042985,Airline A,574,Airport 2,Airport 2,8,6,4,Type D,0.091632,69.0,1.875098,0.515296,1
695,1622443,Airline A,336,Airport 1,Airport 2,3,5,5,Type A,0.685641,3.555556,0.6785,0.859395,1
696,5190507,Airline D,491,Airport 5,Airport 3,15,2,2,Type A,0.585882,21.0,4.599685,0.313288,0
697,846479,Airline B,596,Airport 4,Airport 4,20,7,2,Type E,0.493806,30.0,1.362665,0.090611,0
698,6746508,Airline A,652,Airport 1,Airport 2,14,2,5,Type A,0.41102,16.0,1.368837,0.390544,0
699,6783080,Airline B,468,Airport 3,Airport 2,23,5,11,Type D,0.368581,80.89444549999997,4.787138,0.158996,1
700,469978,Airline C,536,Airport 4,Airport 3,1,7,3,Type B,0.320503,8.0,4.595997,0.965944,0
701,5188005,Airline C,557,Airport 4,Airport 2,13,6,1,Type E,0.426146,22.0,1.746292,0.577512,1
702,1336118,Airline B,491,Airport 4,Airport 4,2,6,9,Type C,0.341788,2.0,1.632451,0.4466,0
703,5301459,Airline D,406,Airport 3,Airport 3,21,2,2,Type B,0.675517,38.0,2.966647,0.912052,1
704,8554444,Airline A,433,Airport 4,Airport 2,22,6,12,Type B,0.295786,10.66667,4.589314,0.900361,0
705,9774324,Airline A,395,Airport 1,Airport 2,3,4,10,Type A,0.450838,32.0,0.024999,0.467659,1
706,2846263,Airline E,348,Airport 5,Airport 2,0,7,2,Type E,0.43546,34.0,1.965599,0.874727,1
707,4046663,Airline C,483,Airport 5,Airport 5,22,7,4,Type E,0.003962,33.0,4.248877,0.064026,0
708,3569120,Airline A,662,Airport 2,Airport 3,8,6,2,Type C,0.492083,21.0,2.25235,0.885719,0
709,8469329,Airline A,524,Airport 2,Airport 2,16,7,7,Type B,0.25582,9.0,3.800274,0.310584,0
710,8183252,Airline E,471,Airport 5,Airport 4,13,5,12,Type D,0.05615,19.33333,3.459625,0.565122,0
711,8194299,Airline E,537,Airport 1,Airport 5,16,3,10,Type C,0.911021,80.89444549999997,1.027294,0.269689,1
712,8753104,Airline B,417,Airport 3,Airport 4,0,5,1,Type A,0.322419,53.0,2.247973,0.9848,1
713,5987723,Airline C,336,Airport 3,Airport 2,9,1,11,Type E,0.426085,3.0,2.830934,0.07178,1
714,9307107,Airline C,431,Airport 1,Airport 5,22,4,2,Type B,0.827343,1.0,3.577315,0.446955,1
715,2238664,Airline A,386,Airport 1,Airport 2,15,3,11,Type A,0.266789,17.77778,2.055974,0.698612,1
716,1120650,Airline B,336,Airport 4,Airport 4,18,2,5,Type A,0.850309,29.33333,3.799666,0.615612,1
717,2697363,Airline B,444,Airport 5,Airport 5,23,7,2,Type C,0.241638,11.0,0.141557,0.738758,1
718,7465435,Airline B,548,Airport 5,Airport 2,2,1,9,Type C,0.589038,24.0,3.353189,0.724415,0
719,7217131,Airline B,539,Airport 1,Airport 4,11,1,4,Type D,0.685678,53.33333,2.486577,0.793143,1
720,8790087,Airline A,527,Airport 1,Airport 2,2,4,9,Type A,1.005014,16.0,1.434654,0.263573,1
721,9112609,Airline A,662,Airport 1,Airport 2,14,3,11,Type A,0.707638,7.111111,0.932416,0.41682,1
722,2164717,Airline A,444,Airport 1,Airport 2,16,1,12,Type A,0.553232,65.77778,1.785066,0.429787,1
723,7114246,Airline D,543,Airport 3,Airport 2,17,3,1,Type B,0.572269,12.66667,3.369443,0.95584,0
724,3562743,Airline A,461,Airport 2,Airport 2,6,3,1,Type B,0.202082,15.0,2.897432,0.409312,0
725,3392766,Airline A,642,Airport 1,Airport 2,18,6,1,Type A,0.789074,11.55556,2.154014,0.249603,1
726,6384673,Airline D,419,Airport 1,Airport 4,6,1,4,Type E,0.186881,16.0,0.5095,0.632344,1
727,4443605,Airline B,574,Airport 3,Airport 2,4,3,9,Type B,0.557248,33.0,1.505116,0.427267,1
728,9733801,Airline C,524,Airport 2,Airport 2,7,4,8,Type C,0.647604,17.0,2.475652,0.25008,0
729,3924219,Airline A,621,Airport 1,Airport 2,20,1,7,Type A,0.998583,6.518519,2.396512,0.804527,1
730,9083133,Airline E,500,Airport 1,Airport 3,15,4,1,Type D,0.45019,40.0,0.559817,0.191925,1
731,2870934,Airline E,476,Airport 4,Airport 2,15,4,3,Type D,0.775333,6.0,1.685387,0.633354,0
732,147684,Airline D,464,Airport 4,Airport 2,18,3,9,Type E,0.16753,6.0,4.629453,0.430531,0
733,107988,Airline B,484,Airport 1,Airport 4,14,3,9,Type B,0.156196,35.0,4.489738,0.319167,0
734,6005206,Airline A,336,Airport 3,Airport 2,6,6,5,Type C,0.524798,40.0,4.326228,0.945982,1
735,8135844,Airline B,447,Airport 5,Airport 4,4,7,12,Type B,0.596341,8.0,1.541952,0.324408,0
736,1756909,Airline A,441,Airport 5,Airport 4,22,6,6,Type A,0.632341,6.0,4.234179,0.347507,0
737,8762027,Airline A,385,Airport 1,Airport 2,10,1,11,Type A,0.845674,29.33333,1.263349,0.979468,1
738,4774432,Airline D,443,Airport 1,Airport 3,9,6,6,Type A,0.294931,29.0,3.098894,0.129043,0
739,345594,Airline E,410,Airport 1,Airport 3,20,2,10,Type D,0.622608,17.0,1.194125,0.108069,1
740,7345916,Airline B,448,Airport 3,Airport 3,22,1,4,Type D,0.188139,3.0,3.533369,0.282708,0
741,3997655,Airline E,562,Airport 4,Airport 5,8,4,1,Type E,0.218998,2.0,1.838486,0.591636,0
742,1877869,Airline A,562,Airport 1,Airport 2,0,6,5,Type A,0.167309,40.0,1.059701,0.432338,1
743,3878162,Airline E,657,Airport 1,Airport 4,19,6,1,Type B,0.747001,12.0,3.184086,0.608554,0
744,496886,Airline C,530,Airport 2,Airport 2,0,7,1,Type A,0.506993,58.0,1.39916,0.159751,1
745,8945514,Airline C,347,Airport 3,Airport 5,7,6,11,Type D,0.238186,25.0,1.122194,0.261451,1
746,1390791,Airline C,467,Airport 1,Airport 2,2,3,5,Type A,0.556238,28.0,1.845815,0.565162,0
747,8887506,Airline A,436,Airport 1,Airport 2,1,4,5,Type A,0.45424,72.0,1.945159,0.244293,1
748,2659981,Airline A,401,Airport 5,Airport 2,3,6,7,Type A,0.83721,5.0,1.12341,0.422805,1
749,4142778,Airline C,607,Airport 1,Airport 2,18,5,2,Type D,0.528148,15.33333,3.936592,0.572648,0
750,7203029,Airline D,545,Airport 1,Airport 3,10,5,6,Type A,0.029811,1.0,3.678026,0.973651,0
751,7771429,Airline D,507,Airport 2,Airport 3,4,4,2,Type D,0.985095,13.0,3.395399,0.079887,1
752,5707419,Airline A,351,Airport 3,Airport 4,23,6,10,Type A,0.074299,4.0,2.373778,0.460414,1
753,2739564,Airline A,491,Airport 1,Airport 2,9,7,5,Type A,0.795958,5.333333,1.86472,0.445805,1
754,1490533,Airline A,662,Airport 1,Airport 2,23,2,4,Type A,0.537256,72.0,0.033799,0.927271,1
755,3049934,Airline C,416,Airport 1,Airport 4,22,7,11,Type A,0.249318,28.0,1.528036,0.900297,1
756,2083478,Airline A,478,Airport 1,Airport 2,7,2,10,Type A,0.776458,58.66667,1.697844,1.02039,1
757,5782462,Airline B,638,Airport 4,Airport 3,12,1,5,Type B,0.125897,17.0,5.136477,0.375139,0
758,3808194,Airline A,456,Airport 1,Airport 2,4,1,2,Type A,0.958247,24.0,0.006286,0.342737,1
759,8815468,Airline B,454,Airport 5,Airport 5,11,7,8,Type D,0.250612,1.0,2.549861,0.449137,0
760,8826256,Airline C,477,Airport 3,Airport 2,12,6,8,Type E,0.361454,19.0,4.619182,0.343986,0
761,4213224,Airline C,534,Airport 1,Airport 4,21,7,6,Type C,0.632644,16.0,4.317697,0.718851,0
762,6954559,Airline E,406,Airport 1,Airport 2,7,1,3,Type D,0.001029,1.0,0.115681,0.213571,1
763,9031723,Airline E,592,Airport 4,Airport 4,14,3,4,Type E,0.472749,30.66667,2.847791,0.658684,0
764,8719373,Airline B,460,Airport 5,Airport 2,12,2,1,Type A,0.894249,10.0,0.021436,0.926988,1
765,2448442,Airline D,520,Airport 1,Airport 4,0,4,9,Type A,0.680416,18.0,3.947875,0.279914,0
766,7138589,Airline B,458,Airport 1,Airport 3,21,7,10,Type B,0.3879,23.0,1.544374,0.676891,0
767,9631593,Airline E,366,Airport 3,Airport 2,5,6,5,Type C,0.660424,80.89444549999997,3.827953,0.143561,1
768,1855196,Airline A,336,Airport 1,Airport 2,10,6,8,Type A,1.036569,2.666667,2.361983,0.136557,1
769,1770161,Airline A,522,Airport 4,Airport 2,12,5,3,Type E,0.187805,24.0,5.080425,0.115644,0
770,8823618,Airline E,336,Airport 4,Airport 3,20,2,4,Type E,0.531808,22.0,4.470556,0.138528,1
771,8435299,Airline A,576,Airport 2,Airport 3,19,2,4,Type A,0.234738,2.0,1.220717,0.216165,0
772,7733384,Airline D,512,Airport 1,Airport 2,0,2,8,Type E,0.854225,30.0,0.973001,0.56283,1
773,8391280,Airline B,662,Airport 3,Airport 5,10,7,12,Type E,0.72105,6.666667,3.128902,0.766986,0
774,5205278,Airline B,441,Airport 3,Airport 4,10,1,9,Type B,0.801076,3.0,2.720268,0.126857,1
775,982591,Airline A,662,Airport 4,Airport 4,7,3,3,Type C,0.943012,5.0,0.047673,0.870015,1
776,9960742,Airline B,470,Airport 3,Airport 4,21,7,7,Type B,0.232309,52.0,1.958637,0.842716,1
777,8859664,Airline E,592,Airport 2,Airport 2,2,4,9,Type C,0.048719,2.0,4.733455,0.727388,0
778,9109312,Airline A,554,Airport 1,Airport 2,18,1,2,Type A,0.390904,16.0,2.445898,0.479212,0
779,4463954,Airline A,336,Airport 2,Airport 4,11,7,4,Type C,0.399139,6.0,1.019534,0.001557,1
780,2044957,Airline B,662,Airport 5,Airport 2,5,3,3,Type E,0.62516,5.0,1.909815,0.734765,0
781,7202604,Airline A,661,Airport 4,Airport 3,22,2,8,Type E,0.797705,4.0,2.80183,0.878986,1
782,2699562,Airline A,539,Airport 3,Airport 4,7,3,4,Type B,0.349803,20.0,4.463921,0.335286,0
783,6300500,Airline A,632,Airport 1,Airport 2,4,1,9,Type A,0.573497,7.111111,1.329986,0.807736,0
784,8444786,Airline E,527,Airport 3,Airport 4,9,7,1,Type D,0.785467,3.0,4.840999,0.062048,1
785,8626710,Airline A,588,Airport 1,Airport 2,21,2,1,Type A,0.325329,42.66667,2.19763,0.798182,1
786,7642247,Airline A,515,Airport 1,Airport 2,15,7,4,Type A,0.317132,20.44444,2.58273,0.076847,0
787,4535566,Airline D,395,Airport 1,Airport 2,11,1,3,Type D,0.589233,3.333333,3.657461,0.587186,1
788,6704132,Airline A,489,Airport 3,Airport 4,16,4,3,Type C,0.436057,12.66667,4.388121,0.597553,0
789,6773851,Airline A,447,Airport 5,Airport 2,5,2,10,Type E,0.948897,2.0,4.155019,0.302157,1
790,9908338,Airline C,563,Airport 1,Airport 5,8,3,12,Type E,0.357031,26.0,1.469192,0.079123,0
791,1149430,Airline A,394,Airport 1,Airport 2,9,1,2,Type A,0.859556,10.66667,0.573841,1.068002,1
792,9771819,Airline D,514,Airport 3,Airport 2,19,5,10,Type A,0.583093,2.0,4.321917,0.535577,0
793,7382242,Airline B,359,Airport 5,Airport 2,13,3,10,Type C,0.054576,6.0,0.423389,0.579758,1
794,4643747,Airline A,577,Airport 1,Airport 2,13,3,2,Type A,0.184386,10.66667,1.221409,0.691899,1
795,1648831,Airline B,378,Airport 3,Airport 4,16,2,8,Type E,0.203156,32.66667,4.103289,0.891048,1
796,9270724,Airline A,560,Airport 1,Airport 2,15,7,1,Type A,0.243153,4.444444,2.233098,0.067788,0
797,9309135,Airline B,511,Airport 3,Airport 2,3,6,8,Type A,0.329371,3.0,0.893914,0.893288,1
798,8810259,Airline C,604,Airport 3,Airport 2,1,3,10,Type D,0.578989,21.0,2.438549,0.239677,0
799,5475965,Airline C,484,Airport 2,Airport 4,15,1,3,Type B,0.602363,24.0,2.399162,0.07795,0
800,9098636,Airline A,581,Airport 1,Airport 2,0,5,2,Type A,0.687768,1.777778,0.809304,0.739424,1
801,3855510,Airline C,514,Airport 4,Airport 2,2,4,9,Type C,0.117609,6.666667,4.785906,0.976976,0
802,1110195,Airline D,542,Airport 4,Airport 4,22,5,5,Type D,0.600225,9.0,3.265588,0.057242,0
803,5389318,Airline E,336,Airport 4,Airport 2,10,1,5,Type A,0.409747,6.0,4.900937,0.426122,1
804,6390218,Airline B,435,Airport 2,Airport 3,15,2,6,Type C,0.903053,11.0,0.333831,0.529785,1
805,8332597,Airline B,483,Airport 3,Airport 4,17,1,4,Type D,0.911984,1.0,1.971751,0.252119,1
806,6800311,Airline C,637,Airport 1,Airport 3,14,6,7,Type A,0.768174,20.66667,4.175688,0.982872,0
807,911675,Airline C,534,Airport 5,Airport 2,8,6,7,Type D,0.703107,80.89444549999997,2.113428,0.640963,1
808,6951618,Airline A,336,Airport 3,Airport 2,11,6,11,Type A,0.114953,30.0,1.30939,0.844351,1
809,538342,Airline E,543,Airport 2,Airport 5,17,3,9,Type E,0.084694,13.0,5.189038,0.415778,0
810,528587,Airline A,412,Airport 1,Airport 2,4,2,6,Type A,0.940834,29.33333,2.182812,0.3982,1
811,6864459,Airline B,420,Airport 3,Airport 3,23,7,1,Type B,0.427016,16.66667,2.732368,0.553158,1
812,4755951,Airline A,494,Airport 2,Airport 2,7,6,9,Type E,0.451362,56.0,2.808546,0.435278,1
813,9716084,Airline A,527,Airport 4,Airport 4,2,7,12,Type D,0.847793,29.0,0.034315,0.714948,1
814,542222,Airline B,422,Airport 4,Airport 2,1,4,10,Type E,0.621431,30.0,4.904973,0.265818,1
815,1482906,Airline A,336,Airport 1,Airport 2,18,4,9,Type A,0.279407,6.222222,2.015738,0.50579,1
816,1937403,Airline A,482,Airport 1,Airport 2,7,7,5,Type A,0.311013,14.22222,0.091823,1.007024,1
817,6836280,Airline A,477,Airport 4,Airport 3,1,1,7,Type D,0.006377,12.0,0.881651,0.756108,1
818,344191,Airline E,643,Airport 5,Airport 3,18,6,1,Type B,0.71067,1.0,4.105156,0.16807,0
819,9493754,Airline A,504,Airport 1,Airport 2,0,3,4,Type A,0.585612,9.777778,0.217164,0.997723,1
820,9660679,Airline A,617,Airport 5,Airport 3,21,4,12,Type C,0.949964,12.66667,4.708929,0.589017,1
821,3030838,Airline D,662,Airport 3,Airport 3,12,5,10,Type C,0.714013,18.0,4.999455,0.679287,0
822,7547321,Airline B,389,Airport 4,Airport 5,22,2,4,Type B,0.103153,80.89444549999997,4.432164,0.294257,1
823,3932673,Airline C,647,Airport 1,Airport 4,19,5,5,Type A,0.161541,8.0,3.89452,0.441544,0
824,3806885,Airline A,593,Airport 1,Airport 5,16,7,6,Type A,0.501725,2.666667,2.636412,0.806812,0
825,7061374,Airline E,336,Airport 5,Airport 2,2,4,4,Type C,0.924874,61.0,0.412148,0.330676,1
826,7640213,Airline B,481,Airport 1,Airport 5,8,4,6,Type D,0.247251,80.89444549999997,3.652231,0.165062,1
827,6195756,Airline D,570,Airport 4,Airport 2,4,1,10,Type B,0.82558,20.0,1.984326,0.378305,1
828,9721551,Airline B,533,Airport 5,Airport 4,5,1,7,Type A,0.312272,3.0,3.051143,0.069219,0
829,5196671,Airline A,662,Airport 3,Airport 2,3,6,3,Type A,0.269897,19.0,1.666952,0.717856,0
830,2101838,Airline D,559,Airport 1,Airport 2,16,7,9,Type E,0.901393,3.0,1.21078,0.147746,1
831,1904945,Airline C,357,Airport 2,Airport 4,20,2,8,Type C,0.047242,64.0,1.621485,0.285126,1
832,2440634,Airline A,579,Airport 1,Airport 2,20,6,1,Type A,0.760741,32.0,2.03457,0.991216,0
833,9115211,Airline A,385,Airport 3,Airport 5,20,1,2,Type B,0.043168,8.0,2.132458,0.540498,1
834,7986402,Airline E,444,Airport 5,Airport 2,15,3,2,Type A,0.800764,65.0,1.55854,0.321338,1
835,9117287,Airline D,609,Airport 3,Airport 2,15,2,10,Type E,0.829404,30.0,2.164852,0.547667,1
836,909617,Airline B,598,Airport 2,Airport 3,21,3,9,Type C,0.893357,80.89444549999997,0.161437,0.218278,1
837,8685576,Airline B,503,Airport 4,Airport 5,10,6,12,Type C,0.18609,80.89444549999997,4.653021,0.025173,1
838,1468962,Airline A,427,Airport 1,Airport 2,1,1,9,Type A,0.224498,1.0,1.379404,0.679199,1
839,5402816,Airline A,479,Airport 1,Airport 2,16,2,9,Type A,0.603535,2.666667,0.262066,0.803392,1
840,2475810,Airline E,488,Airport 4,Airport 4,14,6,1,Type B,0.271633,23.0,1.442035,0.879782,0
841,8057079,Airline E,443,Airport 3,Airport 3,17,4,7,Type B,0.606297,62.0,4.917764,0.771883,1
842,4529847,Airline A,613,Airport 5,Airport 3,9,6,12,Type E,0.513747,80.89444549999997,3.165287,0.926678,1
843,2859656,Airline A,458,Airport 4,Airport 3,5,7,11,Type C,0.144852,25.0,1.457024,0.985953,0
844,9851431,Airline E,473,Airport 5,Airport 4,20,5,3,Type D,0.73927,5.0,2.131728,0.744935,0
845,4290616,Airline E,476,Airport 2,Airport 2,15,4,11,Type C,0.803784,5.0,1.292374,0.867923,1
846,7220789,Airline D,569,Airport 2,Airport 5,4,3,9,Type C,0.963043,43.0,0.159021,0.673732,1
847,4287633,Airline A,525,Airport 1,Airport 2,11,4,8,Type A,0.495539,23.11111,2.305075,0.192305,0
848,2091806,Airline A,521,Airport 1,Airport 4,5,6,3,Type D,0.337735,23.0,1.662393,0.181702,0
849,9792306,Airline C,405,Airport 2,Airport 2,13,4,1,Type A,0.192263,18.0,4.192054,0.110259,1
850,2155410,Airline C,523,Airport 5,Airport 5,22,5,9,Type D,0.180865,25.33333,2.592785,0.942975,0
851,8190146,Airline E,574,Airport 2,Airport 4,15,7,10,Type A,0.321053,58.0,1.114473,0.672752,1
852,3177145,Airline A,465,Airport 1,Airport 2,6,6,1,Type A,1.081817,8.888889,2.004672,0.888648,1
853,3783910,Airline B,514,Airport 2,Airport 3,1,5,3,Type B,0.092259,7.0,2.085557,0.331157,0
854,4453903,Airline A,592,Airport 1,Airport 2,5,4,6,Type A,0.359366,29.33333,1.969323,0.517974,0
855,1797300,Airline A,419,Airport 1,Airport 2,8,5,6,Type A,0.185978,64.88889,2.093074,0.044752,1
856,795561,Airline C,421,Airport 4,Airport 2,6,4,11,Type A,0.273631,8.0,4.814928,0.889007,1
857,9267746,Airline A,487,Airport 1,Airport 2,1,2,10,Type A,0.192401,8.0,0.214536,0.959629,1
858,9619577,Airline A,578,Airport 5,Airport 2,18,4,4,Type E,0.508309,7.0,0.241932,0.784811,1
859,2127196,Airline C,336,Airport 2,Airport 2,7,1,2,Type A,0.438356,8.0,2.742125,0.058302,1
860,7948821,Airline A,480,Airport 2,Airport 2,10,5,10,Type A,0.17405,4.0,1.321205,0.17425,0
861,111731,Airline B,429,Airport 4,Airport 2,3,7,6,Type C,0.174808,27.0,2.345509,0.334171,1
862,4987015,Airline A,535,Airport 1,Airport 2,15,5,10,Type A,0.726109,8.0,0.181647,0.295946,1
863,6036154,Airline A,490,Airport 1,Airport 2,17,3,5,Type A,0.487121,24.88889,1.253973,0.943267,0
864,8327719,Airline C,614,Airport 3,Airport 2,12,7,6,Type C,0.056195,2.0,0.824278,0.194836,1
865,5781275,Airline E,564,Airport 1,Airport 4,4,7,7,Type C,0.920193,2.0,4.192939,0.532124,1
866,5454295,Airline D,477,Airport 4,Airport 4,1,3,11,Type B,0.404952,15.33333,3.797434,0.571381,1
867,6664421,Airline A,398,Airport 1,Airport 2,10,1,9,Type A,0.691048,18.66667,0.185184,0.478138,1
868,2852042,Airline B,534,Airport 3,Airport 3,0,5,12,Type C,0.885412,9.0,4.181752,0.240688,1
869,8421588,Airline D,470,Airport 2,Airport 2,12,7,12,Type B,0.402159,52.0,1.624792,0.960294,1
870,7898058,Airline C,479,Airport 2,Airport 3,4,5,7,Type E,0.82066,6.0,1.764299,0.413399,1
871,8503187,Airline D,383,Airport 1,Airport 3,17,7,4,Type D,0.914752,13.0,0.899018,0.72731,1
872,6476530,Airline A,515,Airport 3,Airport 3,13,3,10,Type A,0.174067,24.0,4.376521,0.184046,0
873,1442422,Airline A,449,Airport 1,Airport 2,12,3,5,Type A,0.992492,53.33333,1.011764,0.925663,1
874,8892274,Airline A,459,Airport 4,Airport 2,6,4,6,Type A,0.119832,16.0,0.244179,0.215892,1
875,199902,Airline A,336,Airport 1,Airport 2,7,6,9,Type A,0.375127,8.888889,2.415624,0.75972,1
876,5439088,Airline A,503,Airport 2,Airport 5,17,5,5,Type C,0.808211,25.0,1.279436,0.506496,1
877,5576447,Airline B,404,Airport 3,Airport 4,6,5,5,Type C,0.900685,11.0,4.680886,0.146557,1
878,8987115,Airline A,551,Airport 1,Airport 2,19,7,7,Type A,0.784139,32.88889,0.753096,0.028068,1
879,2389177,Airline A,507,Airport 1,Airport 2,16,4,2,Type A,0.204826,7.111111,2.278566,1.047092,0
880,5457769,Airline A,353,Airport 1,Airport 2,15,5,3,Type A,0.622992,45.33333,1.660549,0.141402,1
881,7572461,Airline E,489,Airport 3,Airport 5,10,7,12,Type E,0.572634,6.0,4.306417,0.704951,0
882,1659188,Airline C,521,Airport 1,Airport 5,18,1,2,Type A,0.28186,80.89444549999997,5.08059,0.652685,1
883,2134415,Airline C,662,Airport 4,Airport 4,0,3,10,Type C,0.991296,11.0,4.357418,0.34172,1
884,7426703,Airline A,559,Airport 4,Airport 5,20,3,10,Type C,0.335628,63.0,2.218326,0.185383,1
885,7182080,Airline B,370,Airport 3,Airport 2,7,6,12,Type B,0.210255,15.0,4.072517,0.178328,1
886,5231870,Airline B,662,Airport 4,Airport 2,0,3,2,Type B,0.110136,5.333333,3.758254,0.585328,0
887,5383700,Airline E,472,Airport 3,Airport 2,8,2,3,Type E,0.378501,7.0,0.308018,0.546921,1
888,2766058,Airline B,472,Airport 2,Airport 5,18,1,6,Type D,0.692619,37.33333,4.6488,0.875935,0
889,591246,Airline D,662,Airport 5,Airport 3,20,1,5,Type A,0.231417,7.333333,2.529805,0.640003,0
890,5004115,Airline B,437,Airport 2,Airport 3,8,4,11,Type D,0.769544,12.0,0.672253,0.819275,1
891,5891532,Airline A,484,Airport 1,Airport 2,20,2,5,Type A,0.235401,5.333333,1.063445,0.036465,1
892,7366133,Airline B,336,Airport 3,Airport 2,9,5,2,Type B,0.440468,64.66667,3.015706,0.670993,1
893,7379782,Airline D,496,Airport 2,Airport 3,23,6,2,Type B,0.702374,8.0,2.864731,0.233709,0
894,1776354,Airline A,484,Airport 1,Airport 5,22,1,12,Type B,0.135309,8.0,2.873968,0.252839,0
895,3976192,Airline E,460,Airport 1,Airport 2,10,2,1,Type D,0.597842,80.89444549999997,1.279196,0.720577,1
896,7260450,Airline A,515,Airport 1,Airport 2,0,2,3,Type A,0.798953,46.0,3.163512,0.793433,1
897,6512,Airline A,418,Airport 3,Airport 4,19,7,12,Type B,0.595549,8.0,4.537074,0.371735,1
898,5780605,Airline A,646,Airport 4,Airport 2,7,1,12,Type C,0.511464,60.0,2.143335,0.790077,1
